ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Low Wind NE,Low Wind SE,Low Wind SW,Low Wind NW,Moderate Wind NE,Moderate Wind SE,Moderate Wind SW,Moderate Wind NW,High Wind NE,High Wind SE,High Wind SW,High Wind NW
EP021949,            UNNAMED,19490623,600,  , TS,25.4N,117.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021949,            UNNAMED,19490623,1200,  , TS,26.0N,117.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490903,1200,  , TS,17.3N,106.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490903,1800,  , TS,17.6N,106.6W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490904,0,  , TS,17.9N,106.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490904,600,  , TS,18.4N,106.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490904,1200,  , TS,18.8N,106.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490904,1800,  , TS,18.9N,106.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490905,0,  , TS,19.0N,107.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490905,600,  , TS,19.0N,107.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490905,1200,  , TS,19.1N,107.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490905,1800,  , TS,19.6N,107.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490906,0,  , TS,20.2N,108.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490906,600,  , TS,20.7N,109.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490906,1200,  , TS,21.2N,110.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490906,1800,  , TS,22.0N,110.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490907,0,  , TS,22.9N,111.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490907,600,  , TS,23.8N,112.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490907,1200,  , TS,24.8N,113.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490907,1800,  , TS,25.5N,114.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490908,0,  , TS,26.2N,115.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490908,600,  , TS,27.6N,115.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490908,1200,  , TS,28.6N,116.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490908,1800,  , TS,28.4N,116.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490909,0,  , TS,28.2N,116.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490909,600,  , TS,28.1N,116.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031949,            UNNAMED,19490909,1200,  , TS,28.0N,116.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041949,            UNNAMED,19490909,1200,  , HU,19.3N,108.6W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041949,            UNNAMED,19490909,1800,  , HU,20.2N,109.4W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041949,            UNNAMED,19490910,0,  , HU,21.2N,110.2W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041949,            UNNAMED,19490910,600,  , HU,21.8N,110.6W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041949,            UNNAMED,19490910,1200,  , HU,22.5N,110.9W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041949,            UNNAMED,19490910,1800,  , HU,23.2N,111.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041949,            UNNAMED,19490911,0,  , HU,23.9N,111.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041949,            UNNAMED,19490911,600,  , HU,24.3N,111.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041949,            UNNAMED,19490911,1200,  , HU,24.5N,110.9W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051949,            UNNAMED,19490917,1200,  , TS,15.4N,101.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051949,            UNNAMED,19490917,1800,  , TS,15.8N,102.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051949,            UNNAMED,19490918,0,  , TS,16.5N,103.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051949,            UNNAMED,19490918,600,  , TS,17.7N,104.6W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051949,            UNNAMED,19490918,1200,  , TS,18.7N,105.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051949,            UNNAMED,19490918,1800,  , TS,19.0N,106.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051949,            UNNAMED,19490919,0,  , TS,19.3N,106.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051949,            UNNAMED,19490919,600,  , TS,19.7N,107.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051949,            UNNAMED,19490919,1200,  , TS,20.1N,107.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061949,            UNNAMED,19490929,0,  , TD,16.1N,107.4W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061949,            UNNAMED,19490929,600,  , TS,17.0N,107.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061949,            UNNAMED,19490929,1200,  , HU,17.9N,107.3W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061949,            UNNAMED,19490929,1800,  , HU,18.6N,107.9W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061949,            UNNAMED,19490930,0,  , TS,18.8N,108.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061949,            UNNAMED,19490930,600,  , TS,18.2N,110.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP061949,            UNNAMED,19490930,1200,  , TD,16.7N,111.6W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011950,            UNNAMED,19500614,1200,  , HU,14.1N,98.2W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011950,            UNNAMED,19500614,1800,  , HU,14.2N,98.5W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011950,            UNNAMED,19500615,0,  , HU,14.4N,98.9W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011950,            UNNAMED,19500615,600,  , HU,14.8N,99.5W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011950,            UNNAMED,19500615,1200,  , HU,15.2N,99.9W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011950,            UNNAMED,19500615,1800,  , HU,15.4N,100.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011950,            UNNAMED,19500616,0,  , HU,15.6N,100.1W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011950,            UNNAMED,19500616,600,  , HU,15.9N,100.2W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011950,            UNNAMED,19500616,1200,  , HU,16.1N,100.3W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011950,            UNNAMED,19500616,1800,  , HU,16.1N,100.6W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011950,            UNNAMED,19500617,0,  , HU,16.2N,101.1W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011950,            UNNAMED,19500617,600,  , HU,16.4N,101.6W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011950,            UNNAMED,19500617,1200,  , HU,16.6N,102.1W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011950,            UNNAMED,19500617,1800,  , HU,16.8N,102.8W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011950,            UNNAMED,19500618,0,  , HU,17.0N,103.6W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011950,            UNNAMED,19500618,600,  , HU,17.4N,105.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011950,            UNNAMED,19500618,1200,  , HU,18.1N,106.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011950,            UNNAMED,19500618,1800,  , HU,19.0N,106.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011950,            UNNAMED,19500619,0,  , HU,20.0N,106.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011950,            UNNAMED,19500619,600,  , HU,20.8N,106.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP011950,            UNNAMED,19500619,1200,  , HU,21.5N,106.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021950,            UNNAMED,19500703,1200,  , HU,18.4N,105.9W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021950,            UNNAMED,19500703,1800,  , HU,19.0N,106.3W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021950,            UNNAMED,19500704,0,  , HU,19.5N,106.7W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021950,            UNNAMED,19500704,600,  , HU,20.2N,107.2W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021950,            UNNAMED,19500704,1200,  , HU,20.7N,107.8W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021950,            UNNAMED,19500704,1800,  , HU,21.0N,108.4W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021950,            UNNAMED,19500705,0,  , HU,21.1N,109.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021950,            UNNAMED,19500705,600,  , HU,21.2N,109.7W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021950,            UNNAMED,19500705,1200,  , HU,21.4N,110.4W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021950,            UNNAMED,19500705,1800,  , HU,21.8N,111.2W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021950,            UNNAMED,19500706,0,  , HU,22.3N,112.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021950,            UNNAMED,19500706,600,  , HU,22.8N,112.8W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP021950,            UNNAMED,19500706,1200,  , HU,23.3N,113.6W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031950,            UNNAMED,19500709,1200,  , HU,16.1N,108.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031950,            UNNAMED,19500709,1800,  , HU,16.4N,108.4W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031950,            UNNAMED,19500710,0,  , HU,16.7N,108.9W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031950,            UNNAMED,19500710,600,  , HU,17.1N,109.7W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031950,            UNNAMED,19500710,1200,  , HU,17.5N,110.5W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031950,            UNNAMED,19500710,1800,  , HU,17.8N,111.2W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031950,            UNNAMED,19500711,0,  , HU,18.0N,112.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031950,            UNNAMED,19500711,600,  , HU,18.3N,113.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031950,            UNNAMED,19500711,1200,  , HU,18.6N,114.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031950,            UNNAMED,19500711,1800,  , HU,18.7N,114.9W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031950,            UNNAMED,19500712,0,  , HU,18.6N,115.9W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031950,            UNNAMED,19500712,600,  , HU,18.4N,117.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP031950,            UNNAMED,19500712,1200,  , HU,18.1N,118.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500812,0,  , TD,14.5N,144.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500812,600,  , TD,14.9N,144.8W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500812,1200,  , TD,15.2N,145.2W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500812,1800,  , TD,15.5N,145.6W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500813,0,  , TD,15.7N,145.8W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500813,600,  , TS,15.9N,146.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500813,1200,  , TS,16.3N,146.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500813,1800,  , TS,16.6N,147.6W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500814,0,  , TS,16.8N,148.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500814,600,  , TS,17.5N,149.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500814,1200,  , TS,18.3N,150.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500814,1800,  , TS,19.3N,151.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500815,0,  , TS,20.1N,152.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500815,600,  , TS,20.7N,153.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500815,1200,  , TS,21.4N,154.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500815,1800,  , TS,22.3N,155.6W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500816,0,  , HU,23.0N,156.6W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500816,600,  , HU,23.7N,157.5W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500816,1200,  , HU,24.3N,158.4W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500816,1800,  , HU,24.7N,159.6W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500817,0,  , HU,24.7N,160.8W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500817,600,  , HU,24.5N,161.6W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500817,1200,  , HU,24.0N,162.4W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500817,1800,  , HU,23.6N,163.1W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500818,0,  , HU,23.3N,163.8W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500818,600,  , HU,22.8N,164.7W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500818,1200,  , HU,22.6N,165.6W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500818,1800,  , HU,22.5N,166.5W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500819,0,  , HU,22.5N,167.4W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500819,600,  , HU,22.6N,168.7W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500819,1200,  , HU,22.7N,169.7W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500819,1800,  , TS,23.2N,170.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500820,0,  , TS,23.6N,171.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500820,600,  , TS,24.1N,172.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500820,1200,  , TS,24.7N,173.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500820,1800,  , TS,25.3N,174.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500821,0,  , TS,26.0N,175.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500821,600,  , TS,26.7N,176.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CP011950,               HIKI,19500821,1200,  , TD,27.4N,178.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041950,            UNNAMED,19500812,1200,  , TS,17.5N,116.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041950,            UNNAMED,19500812,1800,  , TS,17.7N,116.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041950,            UNNAMED,19500813,0,  , TD,18.0N,117.1W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041950,            UNNAMED,19500813,600,  , TD,18.4N,117.7W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP041950,            UNNAMED,19500813,1200,  , TD,18.8N,118.7W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051950,            UNNAMED,19500826,1200,  , HU,17.3N,131.5W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051950,            UNNAMED,19500826,1800,  , HU,17.7N,132.4W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051950,            UNNAMED,19500827,0,  , HU,17.9N,133.2W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051950,            UNNAMED,19500827,600,  , HU,17.9N,133.8W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051950,            UNNAMED,19500827,1200,  , HU,18.0N,134.4W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051950,            UNNAMED,19500827,1800,  , HU,18.1N,135.1W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051950,            UNNAMED,19500828,0,  , HU,18.3N,135.8W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051950,            UNNAMED,19500828,600,  , HU,18.5N,136.4W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
EP051950,            UNNAMED,19500828,1200,  , HU,18.6N,137.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
